,Fold-change,p-value,%_group,%_rest,chromosome,start,end,p-bh,p-bonferroni
RPL30,0.96177137,0.004139291975048747,1.0,1.0,chr8,98024851,98046469,0.981840717599211,28.31689640130848
PTRH2,1.0081564,0.5575869213370809,0.35268817204301073,0.3323529411764706,chr17,59674636,59707626,0.981840717599211,3814.4521288669703
NUDT19,1.0771202,0.6596623584707769,0.2064516129032258,0.19117647058823528,chr19,32691821,32713792,0.981840717599211,4512.750194298585
CHMP3,0.9866799,0.5308236164525847,0.25806451612903225,0.25735294117647056,chr2,86503430,86563479,0.981840717599211,3631.3643601521317
ARL6IP5,0.85361403,0.22945348104365137,0.1913978494623656,0.21470588235294116,chr3,69084937,69106092,0.981840717599211,1569.691263819619
MYO1D,1.3680371,0.9567815113321065,0.1935483870967742,0.1338235294117647,chr17,32492522,32877177,0.9894338687164673,6545.3423190229405
FMR1,1.200643,0.7615097950159133,0.15698924731182795,0.1323529411764706,chrX,147911919,147951125,0.981840717599211,5209.488507703863
RBM4,1.1058308,0.8671596519830421,0.43655913978494626,0.3985294117647059,chr11,66638667,66668374,0.981840717599211,5932.2391792159915
C12orf65,0.92215395,0.390238168125199,0.3053763440860215,0.31176470588235294,chr12,123233385,123258079,0.981840717599211,2669.6193081444862
PLK1,1.2596668,0.9869270027893263,0.44086021505376344,0.36617647058823527,chr16,23677656,23690367,0.9948656583949473,6751.567626081782
RAC1,1.0091033,0.2980843587637556,0.875268817204301,0.8955882352941177,chr7,6374527,6403967,0.981840717599211,2039.195098302852
SCP2,0.9882267,0.5840898655203078,0.4258064516129032,0.4073529411764706,chr1,52927276,53051698,0.981840717599211,3995.7587700244258
SEC31A,1.0734168,0.591032351948477,0.5311827956989247,0.5338235294117647,chr4,82818509,82901166,0.981840717599211,4043.2523196795314
SARNP,1.1484629,0.9917515756391437,0.6602150537634408,0.5779411764705882,chr12,55752463,55817724,0.996866499231613,6784.572528947382
TTC4,1.218481,0.7634504587247614,0.13978494623655913,0.11470588235294117,chr1,54715861,54742657,0.981840717599211,5222.764588136092
CXorf38,0.9912532,0.5539206296456051,0.14193548387096774,0.13529411764705881,chrX,40626921,40647561,0.981840717599211,3789.3710274055843
XRCC1,0.85467935,0.33048821483589397,0.14193548387096774,0.15588235294117647,chr19,43543311,43580473,0.981840717599211,2260.8698776923507
STRIP2,1.0480856,0.7709877489478287,0.3311827956989247,0.3,chr7,129434432,129488399,0.981840717599211,5274.327190552096
ZRANB3,0.86660504,0.38619387748230893,0.10752688172043011,0.1161764705882353,chr2,135136916,135531218,0.981840717599211,2641.9523158564753
TRAPPC11,1.0341117,0.7178628193989656,0.2021505376344086,0.175,chr4,183659267,183713594,0.981840717599211,4910.899547508324
NOL9,1.0161971,0.7479165853507566,0.2967741935483871,0.2691176470588235,chr1,6521347,6554513,0.981840717599211,5116.497360384526
TFAM,0.8490854,0.0055882964363051695,0.6451612903225806,0.7029411764705882,chr10,58385345,58399220,0.981840717599211,38.22953592076367
ANKRD39,0.767995,0.1765874758691351,0.13763440860215054,0.1676470588235294,chr2,96836611,96858016,0.981840717599211,1208.0349224207532
USP44,1.0682673,0.560459013240772,0.10967741935483871,0.10441176470588236,chr12,95516560,95551476,0.981840717599211,3834.100109580121
MRPL14,1.0206387,0.6959586614314741,0.8,0.7735294117647059,chr6,44113451,44127452,0.981840717599211,4761.053202852714
NARF,0.97556794,0.42184628315240497,0.6129032258064516,0.611764705882353,chr17,82458180,82490537,0.981840717599211,2885.8504230456024
ICAM1,0.8815052,0.4588373805298918,0.13548387096774195,0.13529411764705881,chr19,10271093,10286615,0.981840717599211,3138.90652020499
SNHG6,0.9962576,0.4562386585435623,0.9591397849462365,0.9470588235294117,chr8,66921684,66926398,0.981840717599211,3121.12866309651
BCL2L13,1.0313991,0.8199950346795266,0.5741935483870968,0.5220588235294118,chr22,17628855,17730855,0.981840717599211,5609.5860322426415
PSMC6,0.922892,0.31291363651237514,0.5161290322580645,0.513235294117647,chr14,52707178,52728590,0.981840717599211,2140.6421873811582
ANKRD13A,0.90474284,0.3103076685779854,0.16774193548387098,0.18235294117647058,chr12,109999186,110039763,0.981840717599211,2122.8147607419983
RPS28,0.998183,0.7523967049623098,1.0,1.0,chr19,8321158,8323340,0.981840717599211,5147.145858647162
SAMD4B,0.8929108,0.2172537061411775,0.24516129032258063,0.2691176470588235,chr19,39342396,39385710,0.981840717599211,1486.2326037117953
FAM222B,1.3680111,0.9086717754383391,0.17204301075268819,0.1264705882352941,chr17,28755980,28855232,0.9838169847232638,6216.223615773678
LINGO1,0.94540834,0.5878478809048926,0.12688172043010754,0.1161764705882353,chr15,77613027,77820900,0.981840717599211,4021.46735327037
SNRNP40,1.0915853,0.8919548186236086,0.4,0.34852941176470587,chr1,31259568,31296788,0.981840717599211,6101.862914204106
CDC25B,0.92257255,0.5384537471670358,0.14838709677419354,0.1426470588235294,chr20,3786772,3806121,0.981840717599211,3683.5620843696915
ECI2,1.0046706,0.6545115044137665,0.6602150537634408,0.6323529411764706,chr6,4115693,4135597,0.981840717599211,4477.513201694576
METTL14,1.0938115,0.6161712083314443,0.13978494623655913,0.13088235294117648,chr4,118685392,118715433,0.981840717599211,4215.227236195411
HLA-E,0.9727787,0.4455039526231613,0.23870967741935484,0.2411764705882353,chr6,30489509,30494194,0.981840717599211,3047.692539895046
DDX55,1.0260671,0.4759481973188239,0.23655913978494625,0.2411764705882353,chr12,123602077,123620943,0.981840717599211,3255.961617858074
ALDOC,1.111376,0.8402330604637425,0.443010752688172,0.42058823529411765,chr17,28573115,28576948,0.981840717599211,5748.0343666324625
HEPH,0.91495854,0.288286470571879,0.3548387096774194,0.37058823529411766,chrX,66162671,66268867,0.981840717599211,1972.1677451822243
DEPDC1,1.0462943,0.6909757357053502,0.3118279569892473,0.29411764705882354,chr1,68474152,68497221,0.981840717599211,4726.965007960301
FMR1NB,1.0887245,0.7321004475580309,0.15268817204301074,0.13088235294117648,chrX,147981337,148026665,0.981840717599211,5008.2991617444895
HDDC3,0.94357085,0.5017060587628338,0.34623655913978496,0.3338235294117647,chr15,90929968,90935196,0.981840717599211,3432.171147996546
ZNF585A,1.0343835,0.60104085766953,0.11397849462365592,0.10441176470588236,chr19,37106734,37172741,0.981840717599211,4111.7205073172545
HNRNPH3,0.96635354,0.21589208208634636,0.7161290322580646,0.7264705882352941,chr10,68331174,68343193,0.981840717599211,1476.9177335526954
MGME1,1.0695056,0.5870685654843253,0.23225806451612904,0.2235294117647059,chr20,17969018,17991122,0.981840717599211,4016.1360564782694
LRRC61,0.87955344,0.2655970888956135,0.10967741935483871,0.1323529411764706,chr7,150323263,150338156,0.981840717599211,1816.949685134892
SSX2IP,1.1337109,0.8855043703100385,0.43010752688172044,0.38823529411764707,chr1,84643706,84690803,0.981840717599211,6057.735397290973
NCOA1,1.0265229,0.6479143735015979,0.1935483870967742,0.17794117647058824,chr2,24491254,24770702,0.981840717599211,4432.3822291244305
TMEM87B,0.87055045,0.40215920635881147,0.14623655913978495,0.15441176470588236,chr2,112055269,112119318,0.981840717599211,2751.1711307006294
TNFAIP2,0.77126735,0.32333218951283405,0.11182795698924732,0.125,chr14,103121476,103137439,0.981840717599211,2211.9155084572976
FAM210B,1.0417254,0.6682909613898779,0.5913978494623656,0.55,chr20,56358974,56368663,0.981840717599211,4571.778466868154
PHAX,1.0460161,0.491288876365671,0.2086021505376344,0.21323529411764705,chr5,126600925,126627252,0.981840717599211,3360.907203217555
POLE4,1.1646495,0.9496936826689986,0.3827956989247312,0.3191176470588235,chr2,74958643,74970128,0.988415408966776,6496.854483138619
CD151,0.926153,0.17251314689057312,0.443010752688172,0.47058823529411764,chr11,832887,839831,0.981840717599211,1180.1624378784106
IRAK4,1.1080605,0.7155835345307824,0.16129032258064516,0.1411764705882353,chr12,43758944,43789543,0.981840717599211,4895.306959725082
EIF2B3,1.0438676,0.6524968425488481,0.36129032258064514,0.35,chr1,44850522,44986722,0.981840717599211,4463.73089987667
WWC2,0.98637384,0.6390260746353357,0.22365591397849463,0.20588235294117646,chr4,183099257,183320777,0.981840717599211,4371.5773765803315
TTC32,0.9671807,0.4780862946268571,0.38064516129032255,0.37941176470588234,chr2,19896631,19901983,0.981840717599211,3270.5883415423295
HMGCS1,1.0291346,0.6450393328121162,0.45806451612903226,0.43970588235294117,chr5,43287470,43313512,0.981840717599211,4412.714075767687
MRPL38,0.99538684,0.5354900083581012,0.3827956989247312,0.3764705882352941,chr17,75898644,75905093,0.981840717599211,3663.2871471777707
SMAD4,1.1434462,0.7918602691089192,0.210752688172043,0.17941176470588235,chr18,51028394,51085045,0.981840717599211,5417.116100974116
FXYD5,0.9127375,0.07103820174346945,0.8473118279569892,0.8558823529411764,chr19,35154730,35169881,0.981840717599211,485.97233812707447
DGCR8,0.9870476,0.5479081526218986,0.3204301075268817,0.3058823529411765,chr22,20080232,20111877,0.981840717599211,3748.2396720864085
XIAP,1.0407373,0.8767747326710773,0.3655913978494624,0.3176470588235294,chrX,123859724,123913976,0.981840717599211,5998.01594620284
NDUFC1,1.0569366,0.7900557454197512,0.886021505376344,0.8647058823529412,chr4,139266880,139302551,0.981840717599211,5404.771354416518
CASC3,0.8796856,0.2825061963088734,0.2172043010752688,0.23676470588235293,chr17,40140318,40172171,0.981840717599211,1932.624888949003
RAP1GDS1,0.8666636,0.4435627721562645,0.1870967741935484,0.18529411764705883,chr4,98261384,98443858,0.981840717599211,3034.4129243210054
STX6,1.2774193,0.7583412608539708,0.12688172043010754,0.10294117647058823,chr1,180972712,181023121,0.981840717599211,5187.812565502014
RNF157,0.9378818,0.470769022493317,0.17419354838709677,0.17647058823529413,chr17,76142465,76240493,0.981840717599211,3220.5308828767816
DMAC2,0.8691256,0.45595002510963034,0.14408602150537633,0.1426470588235294,chr19,41431318,41440717,0.981840717599211,3119.1541217749814
PSTK,1.0278782,0.5620014586278499,0.11182795698924732,0.10588235294117647,chr10,122954381,122997513,0.981840717599211,3844.6519784731213
RPP40,0.92650247,0.36853036041703613,0.15268817204301074,0.16470588235294117,chr6,4994717,5004063,0.981840717599211,2521.116195612944
DPH5,0.90059006,0.3579119319951845,0.26666666666666666,0.2676470588235294,chr1,100989623,101026088,0.981840717599211,2448.4755267790574
CKS1B,1.015416,0.6250011409539696,0.9053763440860215,0.9058823529411765,chr1,154974653,154979251,0.981840717599211,4275.6328052661065
POFUT2,0.9724416,0.5087474141775584,0.17634408602150536,0.17352941176470588,chr21,45263928,45287898,0.981840717599211,3480.3410603886773
PAXIP1,0.98349166,0.5517258178721758,0.15483870967741936,0.14852941176470588,chr7,154943687,155003124,0.981840717599211,3774.3563200635544
RBIS,1.0364158,0.6267250073662034,0.7720430107526882,0.7647058823529411,chr8,85214048,85220421,0.981840717599211,4287.4257753921975
INTS14,0.9983759,0.6227563807284124,0.16774193548387098,0.15294117647058825,chr15,65578753,65611289,0.981840717599211,4260.27640056307
PPP1R35,0.8676868,0.05770013507718381,0.4838709677419355,0.513235294117647,chr7,100435282,100436497,0.981840717599211,394.7266240630144
NCKAP1,1.0586044,0.779954331696636,0.5526881720430108,0.5294117647058824,chr2,182909115,183038858,0.981840717599211,5335.6675831366865
SPATS2L,1.0590833,0.8016330109538792,0.34408602150537637,0.3044117647058823,chr2,200305881,200482264,0.981840717599211,5483.971427935488
MYH10,1.0746915,0.826718777807496,0.3225806451612903,0.2823529411764706,chr17,8474207,8630761,0.981840717599211,5655.5831589810805
MTHFR,1.0291992,0.6978973254547457,0.47096774193548385,0.4441176470588235,chr1,11785723,11806455,0.981840717599211,4774.315603435915
HOXB9,1.1091571,0.9436949316634303,0.6838709677419355,0.6102941176470589,chr17,48621156,48626358,0.9872768264285571,6455.817027509527
ACOT8,1.07473,0.729637469138968,0.2021505376344086,0.18088235294117647,chr20,45841721,45857405,0.981840717599211,4991.44992637968
SPTLC1,1.004879,0.6706978849869102,0.2838709677419355,0.26029411764705884,chr9,92000087,92115413,0.981840717599211,4588.244231195453
ELOVL6,0.95411205,0.2747149739595657,0.2924731182795699,0.3176470588235294,chr4,110045846,110199199,0.981840717599211,1879.3251368573888
TMEM63A,1.051685,0.6660426256560759,0.18494623655913978,0.1661764705882353,chr1,225845536,225882380,0.981840717599211,4556.397602113215
LINC02432,1.0314475,0.6551485725546375,0.2,0.18235294117647058,chr4,141302910,141357096,0.981840717599211,4481.871384846276
TMEM63B,1.0379393,0.64656245434221,0.1827956989247312,0.1676470588235294,chr6,44126914,44155519,0.981840717599211,4423.133750155059
SPIRE1,1.0093164,0.5714498608816266,0.12903225806451613,0.12205882352941176,chr18,12446512,12658134,0.981840717599211,3909.288498291208
LINC01184,1.2985674,0.9771131739050631,0.3139784946236559,0.2411764705882353,chr5,127939152,128083172,0.9941033435143779,6684.431222684537
RAD1,1.1381258,0.9479345814122505,0.4150537634408602,0.35294117647058826,chr5,34905260,34918989,0.9881175233924051,6484.820471441206
CMTR1,1.0680428,0.5819592504915571,0.18064516129032257,0.17352941176470588,chr6,37433219,37482827,0.981840717599211,3981.183232612742
ADAT2,0.98136175,0.570235197703316,0.27741935483870966,0.26323529411764707,chr6,143422832,143450695,0.981840717599211,3900.9789874883845
PTDSS2,0.81145847,0.3125914022540683,0.14838709677419354,0.16323529411764706,chr11,448268,491399,0.981840717599211,2138.4377828200813
BCL7C,1.1865802,0.9708707326725681,0.4860215053763441,0.42058823529411765,chr16,30833626,30894302,0.9925240376711889,6641.726682213038
ASB8,1.0034486,0.5680542892405198,0.15698924731182795,0.15,chr12,48147789,48181213,0.981840717599211,3886.059392694396
JTB,1.112545,0.9916257668664472,0.8279569892473119,0.7955882352941176,chr1,153974269,153977674,0.996866499231613,6783.711871133365
MED14,1.0383254,0.7133264663635152,0.15483870967741936,0.1338235294117647,chrX,40648305,40735858,0.981840717599211,4879.866356392808
TTC9C,0.8506196,0.4074482833778223,0.13118279569892474,0.13529411764705881,chr11,62728069,62740293,0.981840717599211,2787.353706587682
RNGTT,0.82576483,0.3018805603222249,0.15268817204301074,0.1676470588235294,chr6,88609897,88963618,0.981840717599211,2065.1649131643403
CTAG2,0.97739667,0.42894304490188245,0.5849462365591398,0.5705882352941176,chrX,154651972,154653579,0.981840717599211,2934.3993701737777
AAK1,1.056977,0.7599849552365101,0.421505376344086,0.39558823529411763,chr2,69457997,69674349,0.981840717599211,5199.057078772966
HGS,1.0917628,0.7762452290536439,0.27741935483870966,0.2514705882352941,chr17,81683326,81703138,0.981840717599211,5310.293611955978
PSMB2,1.0315392,0.8254806532756533,0.8301075268817204,0.8073529411764706,chr1,35599541,35641526,0.981840717599211,5647.113149058745
NBDY,0.89631337,0.2984629987266343,0.12903225806451613,0.14705882352941177,chrX,56729241,56819179,0.981840717599211,2041.7853742889051
VTA1,0.92877,0.1966730710635381,0.2838709677419355,0.3088235294117647,chr6,142147162,142224685,0.981840717599211,1345.440479145664
AFAP1-AS1,0.972693,0.464076146783323,0.1053763440860215,0.10882352941176471,chr4,7754077,7778928,0.981840717599211,3174.7449201447125
UBE2E1,1.0539578,0.8374750885055453,0.5032258064516129,0.4485294117647059,chr3,23805955,23891640,0.981840717599211,5729.167080466435
AARSD1,1.0335335,0.7451205059327797,0.36774193548387096,0.33676470588235297,chr17,42950526,42964498,0.981840717599211,5097.369381086146
ILRUN,1.1208407,0.8199711578393369,0.3096774193548387,0.2823529411764706,chr6,34587288,34696859,0.981840717599211,5609.422690778904
PITHD1,1.0519106,0.7551214164333752,0.4860215053763441,0.4632352941176471,chr1,23778418,23788232,0.981840717599211,5165.785609820719
PTEN,1.0510799,0.6495004917581532,0.23870967741935484,0.23088235294117648,chr10,87863625,87971930,0.981840717599211,4443.232864117525
BRD3,0.7569119,0.11948293022846501,0.16989247311827957,0.2073529411764706,chr9,134030305,134068535,0.981840717599211,817.3827256929292
KLHDC2,0.97870696,0.5289775593529235,0.1870967741935484,0.17941176470588235,chr14,49768130,49786385,0.981840717599211,3618.7354835333495
CSNK1G1,0.88074845,0.34935372431675044,0.1010752688172043,0.11470588235294117,chr15,64165525,64356173,0.981840717599211,2389.92882805089
EDEM3,1.0678926,0.8156652009852727,0.3333333333333333,0.3029411764705882,chr1,184690237,184754907,0.981840717599211,5579.965639940251
SPIN1,1.0454743,0.6149544189877488,0.15268817204301074,0.1411764705882353,chr9,88388430,88478694,0.981840717599211,4206.9031802951895
ALG5,0.91284996,0.3216347323435428,0.2709677419354839,0.2897058823529412,chr13,36949738,37000763,0.981840717599211,2200.303203962176
WDR36,1.0325226,0.6568898749492372,0.2989247311827957,0.27941176470588236,chr5,111091716,111130502,0.981840717599211,4493.783634527732
DCP2,1.0740685,0.8912607290646447,0.7225806451612903,0.6985294117647058,chr5,112976702,113022195,0.981840717599211,6097.114647531234
APTR,0.9865484,0.42776454034635025,0.20430107526881722,0.21176470588235294,chr7,77657659,77696267,0.981840717599211,2926.337220509382
CCDC18-AS1,0.9200268,0.3261803922404962,0.3204301075268817,0.3338235294117647,chr1,93262186,93346025,0.981840717599211,2231.4000633172345
DBI,0.9076073,0.07895372644982773,0.6258064516129033,0.6588235294117647,chr2,119366924,119372550,0.981840717599211,540.1224426432715
